"Date";"DeviceTypeId";"CampaignId";"CampaignName";"Clicks";"Shows";"Cost";"QualityScore";"AdNetworkType2"
01.10.2020;2;9305360355;"CampaignName_3";3,0;6,0;67,342;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";3,0;16,0;39,254;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";0,0;3,0;0,0;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";2,0;8,0;24,478;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
01.10.2020;2;9305360361;"CampaignName_4";0,0;3,0;0,0;9;"Google search"
01.10.2020;2;9305360361;"CampaignName_4";1,0;2,0;8,573;8;"Google search"
01.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;8;"Google search"
01.10.2020;1;9305360580;"CampaignName_2";1,0;5,0;4,85;8;"Google search"
01.10.2020;3;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
01.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Search partners"
01.10.2020;1;9305360355;"CampaignName_3";1,0;6,0;30,47;9;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";17,0;32,0;126,336;9;"Google search"
01.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
01.10.2020;3;9305360355;"CampaignName_3";0,0;2,0;0,0;10;"Google search"
01.10.2020;1;9305360361;"CampaignName_4";1,0;2,0;125,871;8;"Google search"
01.10.2020;1;9305360361;"CampaignName_4";0,0;2,0;0,0;9;"Google search"
01.10.2020;2;9305360361;"CampaignName_4";1,0;6,0;0,155;9;"Google search"
01.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
01.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
01.10.2020;1;9305360589;"CampaignName_1";1,0;3,0;27,269;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";2,0;2,0;34,601;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";0,0;21,0;0,0;8;"Search partners"
01.10.2020;2;9305360361;"CampaignName_4";2,0;6,0;0,31;8;"Google search"
01.10.2020;2;9305360361;"CampaignName_4";0,0;5,0;0,0;8;"Search partners"
01.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;9;"Search partners"
01.10.2020;2;9305360361;"CampaignName_4";1,0;2,0;13,254;8;"Google search"
01.10.2020;1;9305360580;"CampaignName_2";1,0;2,0;79,989;8;"Google search"
01.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;9;"Google search"
01.10.2020;2;9305360589;"CampaignName_1";0,0;5,0;0,0;8;"Google search"
01.10.2020;1;9305360355;"CampaignName_3";0,0;3,0;0,0;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
01.10.2020;2;9305360355;"CampaignName_3";0,0;3,0;0,0;9;"Search partners"
01.10.2020;1;9305360355;"CampaignName_3";1,0;3,0;18,838;8;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
01.10.2020;2;9305360355;"CampaignName_3";0,0;10,0;0,0;8;"Search partners"
01.10.2020;1;9305360355;"CampaignName_3";2,0;5,0;33,657;10;"Google search"
01.10.2020;2;9305360355;"CampaignName_3";1,0;5,0;11,604;10;"Google search"
01.10.2020;1;9305360580;"CampaignName_2";1,0;6,0;19,021;8;"Google search"
01.10.2020;2;9305360580;"CampaignName_2";6,0;10,0;38,451;8;"Google search"
01.10.2020;1;9305360580;"CampaignName_2";1,0;3,0;1,946;8;"Google search"
01.10.2020;2;9305360580;"CampaignName_2";0,0;3,0;0,0;8;"Search partners"
01.10.2020;2;9305360589;"CampaignName_1";1,0;5,0;0,381;9;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
02.10.2020;2;9305360355;"CampaignName_3";15,0;42,0;150,926;9;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
02.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";1,0;2,0;8,869;9;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Search partners"
02.10.2020;3;9305360355;"CampaignName_3";2,0;3,0;21,249;8;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
02.10.2020;1;9305360355;"CampaignName_3";1,0;6,0;49,153;10;"Google search"
02.10.2020;2;9305360361;"CampaignName_4";1,0;5,0;9,715;9;"Google search"
02.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
02.10.2020;1;9305360580;"CampaignName_2";2,0;6,0;36,195;8;"Google search"
02.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
02.10.2020;2;9305360580;"CampaignName_2";1,0;3,0;20,05;8;"Google search"
02.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;6;"Google search"
02.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Search partners"
02.10.2020;1;9305360355;"CampaignName_3";0,0;3,0;0,0;8;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";6,0;11,0;146,682;8;"Google search"
02.10.2020;1;9305360355;"CampaignName_3";0,0;8,0;0,0;9;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";1,0;11,0;6,246;8;"Google search"
02.10.2020;1;9305360355;"CampaignName_3";1,0;6,0;17,611;8;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";8,0;23,0;100,322;8;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";3,0;8,0;129,607;10;"Google search"
02.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;10;"Search partners"
02.10.2020;2;9305360355;"CampaignName_3";0,0;10,0;0,0;6;"Search partners"
02.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Search partners"
02.10.2020;1;9305360361;"CampaignName_4";0,0;2,0;0,0;8;"Google search"
02.10.2020;1;9305360361;"CampaignName_4";0,0;3,0;0,0;9;"Google search"
02.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;9;"Search partners"
02.10.2020;2;9305360580;"CampaignName_2";1,0;3,0;6,458;8;"Google search"
02.10.2020;2;9305360580;"CampaignName_2";8,0;21,0;65,227;8;"Google search"
02.10.2020;1;9305360580;"CampaignName_2";1,0;5,0;26,945;8;"Google search"
02.10.2020;2;9305360580;"CampaignName_2";1,0;3,0;11,322;8;"Google search"
02.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
02.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
02.10.2020;1;9305360589;"CampaignName_1";1,0;2,0;14,255;8;"Google search"
02.10.2020;2;9305360589;"CampaignName_1";6,0;13,0;72,756;8;"Google search"
02.10.2020;1;9305360589;"CampaignName_1";0,0;3,0;0,0;9;"Google search"
02.10.2020;2;9305360589;"CampaignName_1";3,0;6,0;21,629;9;"Google search"
02.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;3;"Search partners"
03.10.2020;2;9305360355;"CampaignName_3";3,0;8,0;88,421;8;"Google search"
03.10.2020;1;9305360355;"CampaignName_3";1,0;3,0;48,081;9;"Google search"
03.10.2020;2;9305360355;"CampaignName_3";5,0;32,0;66,397;9;"Google search"
03.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Search partners"
03.10.2020;2;9305360355;"CampaignName_3";1,0;6,0;22,377;8;"Google search"
03.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;10;"Search partners"
03.10.2020;2;9305360355;"CampaignName_3";1,0;3,0;14,1;8;"Google search"
03.10.2020;1;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Google search"
03.10.2020;2;9305360361;"CampaignName_4";0,0;3,0;0,0;6;"Search partners"
03.10.2020;2;9305360361;"CampaignName_4";0,0;3,0;0,0;8;"Search partners"
03.10.2020;1;9305360361;"CampaignName_4";1,0;2,0;29,765;9;"Google search"
03.10.2020;2;9305360361;"CampaignName_4";0,0;3,0;0,0;8;"Search partners"
03.10.2020;1;9305360580;"CampaignName_2";0,0;5,0;0,0;8;"Google search"
03.10.2020;2;9305360580;"CampaignName_2";1,0;2,0;1,213;8;"Google search"
03.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;5;"Search partners"
03.10.2020;2;9305360580;"CampaignName_2";0,0;3,0;0,0;5;"Search partners"
03.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Search partners"
03.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Google search"
03.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
03.10.2020;1;9305360355;"CampaignName_3";2,0;6,0;142,847;8;"Google search"
03.10.2020;2;9305360355;"CampaignName_3";5,0;19,0;35,927;8;"Google search"
03.10.2020;2;9305360355;"CampaignName_3";3,0;16,0;77,874;10;"Google search"
03.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;6;"Search partners"
03.10.2020;2;9305360355;"CampaignName_3";0,0;16,0;0,0;6;"Search partners"
03.10.2020;1;9305360361;"CampaignName_4";1,0;2,0;21,051;8;"Google search"
03.10.2020;2;9305360361;"CampaignName_4";1,0;2,0;8,516;8;"Google search"
03.10.2020;2;9305360361;"CampaignName_4";2,0;3,0;21,503;9;"Google search"
03.10.2020;2;9305360361;"CampaignName_4";0,0;3,0;0,0;8;"Google search"
03.10.2020;2;9305360580;"CampaignName_2";2,0;3,0;23,73;8;"Google search"
03.10.2020;2;9305360580;"CampaignName_2";0,0;5,0;0,0;8;"Google search"
03.10.2020;2;9305360580;"CampaignName_2";0,0;3,0;0,0;8;"Search partners"
03.10.2020;2;9305360580;"CampaignName_2";1,0;2,0;14,058;8;"Google search"
03.10.2020;2;9305360589;"CampaignName_1";7,0;10,0;77,733;9;"Google search"
03.10.2020;2;9305360589;"CampaignName_1";1,0;2,0;0,155;9;"Google search"
03.10.2020;2;9305360589;"CampaignName_1";0,0;3,0;0,0;9;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";5,0;10,0;64,832;8;"Google search"
04.10.2020;1;9305360355;"CampaignName_3";1,0;5,0;63,478;9;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";15,0;34,0;211,641;9;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";3,0;8,0;53,651;8;"Google search"
04.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";6,0;6,0;243,704;10;"Google search"
04.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;22,32;6;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";0,0;15,0;0,0;6;"Search partners"
04.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Search partners"
04.10.2020;2;9305360361;"CampaignName_4";2,0;3,0;85,291;9;"Google search"
04.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;9;"Search partners"
04.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;8;"Google search"
04.10.2020;1;9305360580;"CampaignName_2";1,0;2,0;74,674;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";3,0;11,0;21,813;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;9;"Google search"
04.10.2020;1;9305360589;"CampaignName_1";2,0;3,0;35,024;8;"Google search"
04.10.2020;2;9305360589;"CampaignName_1";2,0;8,0;22,137;8;"Google search"
04.10.2020;1;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Search partners"
04.10.2020;1;9305360589;"CampaignName_1";0,0;3,0;0,0;9;"Search partners"
04.10.2020;2;9305360589;"CampaignName_1";1,0;2,0;58,402;8;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
04.10.2020;2;9305360355;"CampaignName_3";0,0;3,0;0,0;9;"Search partners"
04.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
04.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
04.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Search partners"
04.10.2020;2;9305360355;"CampaignName_3";5,0;11,0;73,983;8;"Google search"
04.10.2020;2;9305360361;"CampaignName_4";2,0;6,0;17,005;8;"Google search"
04.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;8;"Search partners"
04.10.2020;1;9305360361;"CampaignName_4";0,0;5,0;0,0;9;"Google search"
04.10.2020;2;9305360361;"CampaignName_4";1,0;2,0;20,219;8;"Google search"
04.10.2020;1;9305360580;"CampaignName_2";0,0;5,0;0,0;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";1,0;2,0;20,093;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";1,0;2,0;13,085;8;"Google search"
04.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Search partners"
04.10.2020;1;9305360580;"CampaignName_2";2,0;3,0;64,691;8;"Google search"
04.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;5;"Search partners"
04.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;5;"Search partners"
04.10.2020;2;9305360589;"CampaignName_1";5,0;8,0;53,947;9;"Google search"
04.10.2020;2;9305360589;"CampaignName_1";0,0;5,0;0,0;3;"Search partners"
05.10.2020;2;9305360355;"CampaignName_3";1,0;2,0;26,79;8;"Google search"
05.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;16,92;9;"Search partners"
05.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
05.10.2020;2;9305360355;"CampaignName_3";1,0;2,0;131,934;9;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";12,0;26,0;97,121;8;"Google search"
05.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";1,0;0,0;11,618;8;"Google search"
05.10.2020;1;9305360580;"CampaignName_2";1,0;3,0;0,226;8;"Google search"
05.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Search partners"
05.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
05.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;9;"Google search"
05.10.2020;2;9305360580;"CampaignName_2";1,0;2,0;12,07;5;"Google search"
05.10.2020;1;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Google search"
05.10.2020;1;9305360589;"CampaignName_1";1,0;2,0;104,411;9;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";5,0;8,0;24,999;9;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;9;"Search partners"
05.10.2020;1;9305360589;"CampaignName_1";1,0;2,0;0,226;8;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;3;"Search partners"
05.10.2020;1;9305360355;"CampaignName_3";1,0;3,0;8,756;8;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
05.10.2020;2;9305360355;"CampaignName_3";15,0;44,0;122,6;9;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";0,0;3,0;0,0;9;"Search partners"
05.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";2,0;6,0;18,26;8;"Google search"
05.10.2020;1;9305360355;"CampaignName_3";2,0;6,0;25,183;8;"Google search"
05.10.2020;3;9305360355;"CampaignName_3";1,0;2,0;16,37;8;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";2,0;5,0;27,862;9;"Google search"
05.10.2020;1;9305360355;"CampaignName_3";0,0;3,0;0,0;6;"Google search"
05.10.2020;2;9305360355;"CampaignName_3";0,0;13,0;0,0;6;"Search partners"
05.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Search partners"
05.10.2020;3;9305360361;"CampaignName_4";0,0;2,0;0,0;8;"Google search"
05.10.2020;1;9305360361;"CampaignName_4";1,0;2,0;136,587;9;"Google search"
05.10.2020;2;9305360361;"CampaignName_4";1,0;3,0;0,141;9;"Google search"
05.10.2020;2;9305360361;"CampaignName_4";2,0;6,0;32,627;8;"Google search"
05.10.2020;2;9305360361;"CampaignName_4";1,0;2,0;27,777;8;"Google search"
05.10.2020;2;9305360580;"CampaignName_2";3,0;8,0;12,45;8;"Google search"
05.10.2020;1;9305360580;"CampaignName_2";2,0;5,0;0,451;8;"Google search"
05.10.2020;2;9305360580;"CampaignName_2";5,0;11,0;1,382;8;"Google search"
05.10.2020;2;9305360580;"CampaignName_2";1,0;5,0;10,053;8;"Google search"
05.10.2020;1;9305360580;"CampaignName_2";1,0;2,0;14,467;8;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;9;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";1,0;3,0;66,228;8;"Google search"
05.10.2020;1;9305360589;"CampaignName_1";1,0;5,0;7,064;9;"Google search"
05.10.2020;2;9305360589;"CampaignName_1";2,0;2,0;144,384;9;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";5,0;13,0;2,087;8;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
06.10.2020;2;9305360355;"CampaignName_3";22,0;44,0;144,934;9;"Google search"
06.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;3,426;8;"Google search"
06.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
06.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
06.10.2020;2;9305360355;"CampaignName_3";1,0;5,0;3,201;9;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Search partners"
06.10.2020;1;9305360355;"CampaignName_3";2,0;6,0;41,172;8;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";5,0;8,0;94,738;9;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";3,0;5,0;40,115;8;"Google search"
06.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
06.10.2020;1;9305360361;"CampaignName_4";0,0;3,0;0,0;6;"Search partners"
06.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Search partners"
06.10.2020;2;9305360580;"CampaignName_2";3,0;8,0;82,781;8;"Google search"
06.10.2020;2;9305360580;"CampaignName_2";3,0;18,0;5,513;9;"Google search"
06.10.2020;2;9305360580;"CampaignName_2";0,0;3,0;0,0;9;"Search partners"
06.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;9;"Google search"
06.10.2020;1;9305360580;"CampaignName_2";1,0;3,0;5,457;8;"Google search"
06.10.2020;2;9305360580;"CampaignName_2";0,0;2,0;0,0;6;"Search partners"
06.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Search partners"
06.10.2020;1;9305360589;"CampaignName_1";0,0;3,0;0,0;9;"Google search"
06.10.2020;2;9305360589;"CampaignName_1";1,0;3,0;0,79;9;"Google search"
06.10.2020;1;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Google search"
06.10.2020;3;11293632136;"CampaignName_9";1,0;2,0;0,015;null;"Display Network"
06.10.2020;2;11293632136;"CampaignName_9";0,0;6,0;0,0;null;"Display Network"
06.10.2020;1;11293632202;"CampaignName_12";0,0;13,0;0,0;null;"Display Network"
06.10.2020;2;11293632202;"CampaignName_12";0,0;15,0;0,0;null;"Display Network"
06.10.2020;2;11293632202;"CampaignName_12";29,0;2798,0;74,035;null;"Display Network"
06.10.2020;3;11293632202;"CampaignName_12";2,0;130,0;1,24;null;"Display Network"
06.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;0,945;8;"Google search"
06.10.2020;1;9305360355;"CampaignName_3";1,0;6,0;127,563;9;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Search partners"
06.10.2020;2;9305360355;"CampaignName_3";8,0;15,0;7,247;8;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";14,0;42,0;88,886;8;"Google search"
06.10.2020;2;9305360355;"CampaignName_3";0,0;8,0;0,0;8;"Search partners"
06.10.2020;2;9305360361;"CampaignName_4";2,0;6,0;5,118;8;"Google search"
06.10.2020;1;9305360361;"CampaignName_4";1,0;2,0;0,226;9;"Google search"
06.10.2020;2;9305360361;"CampaignName_4";1,0;3,0;0,141;9;"Google search"
06.10.2020;2;9305360361;"CampaignName_4";1,0;2,0;0,677;8;"Google search"
06.10.2020;1;9305360580;"CampaignName_2";0,0;6,0;0,0;8;"Google search"
06.10.2020;1;9305360580;"CampaignName_2";0,0;8,0;0,0;9;"Google search"
06.10.2020;2;9305360580;"CampaignName_2";2,0;5,0;0,31;8;"Google search"
06.10.2020;2;9305360589;"CampaignName_1";0,0;6,0;0,0;9;"Search partners"
06.10.2020;1;9305360589;"CampaignName_1";1,0;2,0;24,633;9;"Search partners"
06.10.2020;2;9305360589;"CampaignName_1";0,0;3,0;0,0;9;"Search partners"
06.10.2020;2;9305360589;"CampaignName_1";2,0;6,0;70,035;9;"Google search"
06.10.2020;2;11292874511;"CampaignName_15";0,0;3,0;0,0;null;"Display Network"
06.10.2020;3;11292874511;"CampaignName_15";0,0;2,0;0,0;null;"Display Network"
06.10.2020;2;11293594720;"CampaignName_6";1,0;2,0;0,366;null;"Display Network"
06.10.2020;1;11293632202;"CampaignName_12";0,0;277,0;0,0;null;"Display Network"
07.10.2020;2;9305360355;"CampaignName_3";2,0;6,0;42,258;8;"Google search"
07.10.2020;1;9305360355;"CampaignName_3";3,0;8,0;68,597;9;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";0,0;3,0;0,0;9;"Search partners"
07.10.2020;2;9305360355;"CampaignName_3";7,0;13,0;138,251;8;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";0,0;3,0;0,0;8;"Search partners"
07.10.2020;1;9305360355;"CampaignName_3";1,0;8,0;23,688;8;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";7,0;15,0;90,311;8;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
07.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;0,451;9;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";8,0;13,0;152,943;9;"Google search"
07.10.2020;1;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Google search"
07.10.2020;2;9305360361;"CampaignName_4";0,0;2,0;0,0;6;"Search partners"
07.10.2020;2;9305360361;"CampaignName_4";2,0;3,0;33,318;8;"Google search"
07.10.2020;2;9305360361;"CampaignName_4";1,0;3,0;24,055;8;"Google search"
07.10.2020;2;9305360580;"CampaignName_2";0,0;3,0;0,0;9;"Search partners"
07.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;8;"Google search"
07.10.2020;2;9305360580;"CampaignName_2";0,0;6,0;0,0;8;"Search partners"
07.10.2020;1;9305360589;"CampaignName_1";1,0;2,0;12,704;8;"Google search"
07.10.2020;2;9305360589;"CampaignName_1";1,0;2,0;12,507;8;"Google search"
07.10.2020;2;11293594720;"CampaignName_6";0,0;2,0;0,0;null;"Display Network"
07.10.2020;1;11293632202;"CampaignName_12";0,0;2,0;0,0;null;"Display Network"
07.10.2020;2;11293632202;"CampaignName_12";0,0;19,0;0,0;null;"Display Network"
07.10.2020;1;11293632202;"CampaignName_12";2,0;384,0;10,212;null;"Display Network"
07.10.2020;3;11293632202;"CampaignName_12";6,0;284,0;9,187;null;"Display Network"
07.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;86,898;8;"Google search"
07.10.2020;1;9305360355;"CampaignName_3";0,0;3,0;0,0;8;"Search partners"
07.10.2020;2;9305360355;"CampaignName_3";0,0;5,0;0,0;8;"Search partners"
07.10.2020;2;9305360355;"CampaignName_3";18,0;37,0;207,989;9;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";1,0;2,0;68,752;9;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";2,0;5,0;31,034;8;"Google search"
07.10.2020;2;9305360355;"CampaignName_3";0,0;21,0;0,0;8;"Search partners"
07.10.2020;1;9305360361;"CampaignName_4";0,0;2,0;0,0;8;"Google search"
07.10.2020;1;9305360361;"CampaignName_4";1,0;5,0;28,75;9;"Google search"
07.10.2020;1;9305360580;"CampaignName_2";1,0;3,0;0,226;8;"Google search"
07.10.2020;2;9305360580;"CampaignName_2";2,0;8,0;0,818;8;"Google search"
07.10.2020;1;9305360580;"CampaignName_2";8,0;13,0;229,872;9;"Google search"
07.10.2020;2;9305360580;"CampaignName_2";6,0;10,0;45,628;9;"Google search"
07.10.2020;1;9305360580;"CampaignName_2";0,0;2,0;0,0;9;"Search partners"
07.10.2020;2;9305360580;"CampaignName_2";1,0;3,0;14,128;8;"Google search"
07.10.2020;2;9305360580;"CampaignName_2";1,0;2,0;0,155;8;"Google search"
07.10.2020;2;9305360589;"CampaignName_1";9,0;16,0;115,352;9;"Google search"
07.10.2020;1;11292874511;"CampaignName_15";0,0;3,0;0,0;null;"Display Network"
07.10.2020;2;11292874511;"CampaignName_15";0,0;13,0;0,0;null;"Display Network"
07.10.2020;1;11293594720;"CampaignName_6";0,0;2,0;0,0;null;"Display Network"
07.10.2020;3;11293632202;"CampaignName_12";0,0;2,0;0,0;null;"Display Network"
07.10.2020;2;11293632202;"CampaignName_12";140,0;7836,0;412,038;null;"Display Network"
08.10.2020;2;9305360355;"CampaignName_3";9,0;19,0;118,158;8;"Google search"
08.10.2020;2;9305360355;"CampaignName_3";22,0;50,0;314,811;9;"Google search"
08.10.2020;2;9305360355;"CampaignName_3";1,0;3,0;60,983;9;"Search partners"
08.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Google search"
08.10.2020;1;9305360355;"CampaignName_3";0,0;2,0;0,0;9;"Google search"
08.10.2020;1;9305360355;"CampaignName_3";1,0;2,0;39,663;8;"Google search"
08.10.2020;2;9305360355;"CampaignName_3";0,0;2,0;0,0;8;"Search partners"
08.10.2020;2;9305360361;"CampaignName_4";8,0;16,0;106,258;8;"Google search"
08.10.2020;2;9305360361;"CampaignName_4";5,0;8,0;16,821;9;"Google search"
08.10.2020;2;9305360361;"CampaignName_4";1,0;5,0;11,534;8;"Google search"
08.10.2020;2;9305360580;"CampaignName_2";8,0;16,0;101,858;9;"Google search"
08.10.2020;1;9305360580;"CampaignName_2";1,0;3,0;120,908;8;"Google search"
08.10.2020;2;9305360589;"CampaignName_1";3,0;5,0;24,844;9;"Google search"
08.10.2020;1;9305360589;"CampaignName_1";0,0;3,0;0,0;8;"Google search"
08.10.2020;2;9305360589;"CampaignName_1";1,0;2,0;6,416;8;"Google search"
08.10.2020;2;9305360589;"CampaignName_1";0,0;2,0;0,0;8;"Search partners"
08.10.2020;2;11292874511;"CampaignName_15";1,0;3,0;3,207;null;"Display Network"
08.10.2020;1;11293632202;"CampaignName_12";0,0;2,0;0,0;null;"Display Network"
