"Date";"CampaignId";"CampaignName";"AdSetId";"AdsetName";"AdId";"AdName";"DeviceTypeId";"Clicks";"Shows";"Budget";"JActions"
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725940291;"AdName_1";3;0,0;18,0;2,772;null
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725940291;"AdName_1";3;0,0;18,0;1,132;null
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725940291;"AdName_1";2;1,0;1224,0;61,959;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 1
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 1
  },
  {
    ""action_type"": ""post_reaction"",
    ""value"": 1
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 2
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 2
  }
]"
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725940291;"AdName_1";0;0,0;1,0;0,18;null
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725950291;"AdName_4";2;16,0;25485,0;466,268;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 3
  },
  {
    ""action_type"": ""onsite_conversion.post_save"",
    ""value"": 3
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 15
  },
  {
    ""action_type"": ""post"",
    ""value"": 1
  },
  {
    ""action_type"": ""post_reaction"",
    ""value"": 8
  },
  {
    ""action_type"": ""video_view"",
    ""value"": 1499
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 1526
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 1526
  }
]"
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725950291;"AdName_4";3;0,0;144,0;2,23;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 13
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 13
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 13
  }
]"
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725950291;"AdName_4";3;0,0;45,0;1,082;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 3
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 3
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 3
  }
]"
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725950291;"AdName_4";2;2,0;5131,0;82,984;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 2
  },
  {
    ""action_type"": ""onsite_conversion.post_save"",
    ""value"": 2
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 2
  },
  {
    ""action_type"": ""post"",
    ""value"": 1
  },
  {
    ""action_type"": ""post_reaction"",
    ""value"": 1
  },
  {
    ""action_type"": ""video_view"",
    ""value"": 417
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 423
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 423
  }
]"
01.10.2020;23845631725960291;"CampaignName_89";23845631725970291;"AdsetName_1";23845631725950291;"AdName_4";2;0,0;1,0;0,016;null
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741450291;"AdName_15";2;1,0;84,0;18,417;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 1
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 1
  },
  {
    ""action_type"": ""video_view"",
    ""value"": 18
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 19
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 19
  }
]"
