"Date";"CampaignId";"DeviceTypeId";"CampaignName";"Clicks";"Shows";"Budget";"CampaignType";"AdNetworkType"
02.10.2020;50354385;2;"CampaignName_13";0,0;3,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354385;2;"CampaignName_13";2,0;3,0;6,498;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354385;2;"CampaignName_13";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354385;2;"CampaignName_13";1,0;3,0;30,609;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354385;2;"CampaignName_13";1,0;4,0;10,961;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354385;2;"CampaignName_13";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;1;"CampaignName_11";2,0;10,0;29,292;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;1;"CampaignName_11";0,0;3,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;1;"CampaignName_11";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;1;"CampaignName_11";1,0;4,0;50,531;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";1,0;3,0;9,012;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";2,0;3,0;28,95;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";2,0;3,0;23,376;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";1,0;1,0;101,164;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";4,0;6,0;41,724;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";1,0;3,0;17,562;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;2;"CampaignName_11";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354411;3;"CampaignName_11";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354432;1;"CampaignName_15";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354432;1;"CampaignName_15";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354432;2;"CampaignName_15";2,0;4,0;62,843;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354432;2;"CampaignName_15";2,0;4,0;67,118;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354440;1;"CampaignName_9";0,0;1,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354440;1;"CampaignName_9";1,0;1,0;39,433;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354440;1;"CampaignName_9";1,0;1,0;23,478;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354440;2;"CampaignName_9";1,0;1,0;34,628;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354440;2;"CampaignName_9";1,0;1,0;29,344;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;50354440;2;"CampaignName_9";2,0;3,0;51,3;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;55421044;1;"CampaignName_12";1,0;1,0;46,17;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;55421044;1;"CampaignName_12";0,0;6,0;0,0;"TEXT_CAMPAIGN";"SEARCH"
02.10.2020;55421044;1;"CampaignName_12";2,0;7,0;106,67;"TEXT_CAMPAIGN";"SEARCH"
